sales_id,date,product_name,total_revenue,sales_location,sales_medium,sales_count,product_count
AT-8308,17-Feb-19,Nescafe,"$3,049.39",New South Wales,Direct,1,1
AT-2198,14-May-18,Nescafe,"$3,035.55",New South Wales,Online,1,1
AT-11414,14-Jul-19,Nescafe,"$2,940.00",New South Wales,Online,1,1
AT-19710,6-Aug-20,Nescafe,"$2,910.78",New South Wales,Direct,1,1
AT-8616,7-Mar-19,Nescafe,"$2,744.00",New South Wales,Online,1,1
AT-12148,10-Aug-19,Nescafe,"$2,744.00",New South Wales,Online,1,1
AT-12713,31-Aug-19,Nescafe,"$2,562.70",New South Wales,Direct,1,1
AT-9228,11-Apr-19,Nescafe,"$2,548.00",New South Wales,Online,1,1
AT-14389,31-Oct-19,Nescafe,$12.64,New South Wales,Online,1,1
AT-15226,28-Nov-19,Nescafe,$12.41,New South Wales,Online,1,1
AT-14025,17-Oct-19,Nescafe,$12.34,New South Wales,Direct,1,1
AT-11664,23-Jul-19,Nescafe,$12.10,New South Wales,Direct,1,1
AT-14591,7-Nov-19,Nescafe,$12.10,New South Wales,Online,1,1
AT-13602,2-Oct-19,Nescafe,$12.10,New South Wales,Direct,1,1
AT-9587,30-Apr-19,Nescafe,$11.89,New South Wales,Online,1,1
AT-21936,26-Oct-20,Nescafe,$13.17,New South Wales,Direct,1,1
AT-12846,5-Sep-19,Nescafe,$12.86,New South Wales,Direct,1,1
AT-4044,25-Jul-18,Nescafe,$12.81,New South Wales,Direct,1,1
AT-5061,31-Aug-18,Nescafe,$11.78,New South Wales,Direct,1,1
AT-5196,5-Sep-18,Nescafe,$11.76,New South Wales,Direct,1,1
AT-161,14-Jan-18,Nescafe,"$2,006.55",New South Wales,Online,1,1
AT-4104,27-Jul-18,Nescafe,"$1,843.50",New South Wales,Direct,1,1
AT-8618,7-Mar-19,Nescafe,"$1,774.19",New South Wales,Direct,1,1
AT-8367,21-Feb-19,Nescafe,"$1,751.75",New South Wales,Online,1,1
AT-16539,22-Mar-20,Nescafe,"$1,715.00",New South Wales,Online,1,1
AT-20628,9-Sep-20,Nescafe,"$1,663.31",New South Wales,Direct,1,1
AT-5063,31-Aug-18,Maggi,$811.87,New South Wales,Online,1,1
AT-5954,2-Oct-18,Maggi,$369.03,New South Wales,Online,1,1
AT-6884,5-Nov-18,Maggi,$369.03,New South Wales,Online,1,1
AT-10544,12-Jun-19,Maggi,"$1,845.16",New South Wales,Online,1,1
AT-11651,22-Jul-19,Maggi,"$2,361.80",New South Wales,Online,1,1
AT-14822,14-Nov-19,Maggi,$516.64,New South Wales,Online,1,1
AT-18455,21-Jun-20,Maggi,$442.84,New South Wales,Online,1,1
AT-19211,18-Jul-20,Maggi,$147.61,New South Wales,Online,1,1
AT-22760,23-Nov-20,Maggi,"$1,623.74",New South Wales,Online,1,1
AT-659,18-Feb-18,Maggi,$696.72,New South Wales,Direct,1,1
AT-2811,10-Jun-18,Maggi,$487.70,New South Wales,Direct,1,1
AT-6267,14-Oct-18,Maggi,$497.66,New South Wales,Direct,1,1
AT-7233,17-Nov-18,Maggi,$497.66,New South Wales,Direct,1,1
AT-8279,15-Feb-19,Maggi,"$3,185.00",New South Wales,Direct,1,1
AT-8587,5-Mar-19,Maggi,$796.25,New South Wales,Direct,1,1
AT-10857,24-Jun-19,Maggi,"$2,488.28",New South Wales,Direct,1,1
AT-12855,5-Sep-19,Maggi,"$3,185.00",New South Wales,Direct,1,1
AT-15171,26-Nov-19,Maggi,"$2,886.41",New South Wales,Direct,1,1
AT-16408,14-Mar-20,Maggi,$597.19,New South Wales,Direct,1,1
AT-16923,12-Apr-20,Maggi,"$1,492.97",New South Wales,Direct,1,1
AT-19524,30-Jul-20,Maggi,$597.19,New South Wales,Direct,1,1
AT-19659,4-Aug-20,Maggi,$199.06,New South Wales,Direct,1,1
AT-20415,1-Sep-20,Maggi,"$1,194.38",New South Wales,Direct,1,1
AT-1718,19-Apr-18,Kit Kat,"$2,095.17",New South Wales,Online,1,1
AT-5509,17-Sep-18,Kit Kat,$422.10,New South Wales,Online,1,1
AT-6265,14-Oct-18,Kit Kat,$322.33,New South Wales,Online,1,1
AT-8789,17-Mar-19,Kit Kat,"$1,227.94",New South Wales,Online,1,1
AT-13420,26-Sep-19,Kit Kat,"$1,657.72",New South Wales,Online,1,1
AT-14338,29-Oct-19,Kit Kat,$613.97,New South Wales,Online,1,1
AT-16406,14-Mar-20,Kit Kat,$115.12,New South Wales,Online,1,1
AT-17402,7-May-20,Kit Kat,"$1,151.19",New South Wales,Online,1,1
AT-17983,4-Jun-20,Kit Kat,"$2,072.15",New South Wales,Online,1,1
AT-18901,7-Jul-20,Kit Kat,$230.24,New South Wales,Online,1,1
AT-19981,16-Aug-20,Kit Kat,$460.48,New South Wales,Online,1,1
AT-990,10-Mar-18,Kit Kat,$514.50,New South Wales,Online,1,1
AT-3337,30-Jun-18,Kit Kat,"$1,742.44",New South Wales,Online,1,1
AT-4228,1-Aug-18,Kit Kat,"$1,011.24",New South Wales,Online,1,1
AT-5308,10-Sep-18,Kit Kat,$855.66,New South Wales,Online,1,1
AT-7639,1-Dec-18,Kit Kat,"$3,508.40",New South Wales,Online,1,1
AT-8137,7-Feb-19,Kit Kat,$940.80,New South Wales,Direct,1,1
AT-8811,19-Mar-19,Kit Kat,"$2,352.00",New South Wales,Online,1,1
AT-9070,3-Apr-19,Kit Kat,"$3,188.92",New South Wales,Direct,1,1
AT-12139,10-Aug-19,Kit Kat,$186.69,New South Wales,Online,1,1
AT-12895,7-Sep-19,Kit Kat,$746.76,New South Wales,Online,1,1
AT-15433,9-Jan-20,Kit Kat,$383.73,New South Wales,Online,1,1
AT-15949,16-Feb-20,Kit Kat,$588.00,New South Wales,Direct,1,1
AT-16909,12-Apr-20,Kit Kat,$298.96,New South Wales,Direct,1,1
AT-17430,9-May-20,Kit Kat,"$5,916.75",New South Wales,Online,1,1
AT-20023,18-Aug-20,Kit Kat,"$2,255.84",New South Wales,Online,1,1
AT-20941,21-Sep-20,Kit Kat,$777.88,New South Wales,Online,1,1
AT-22048,31-Oct-20,Kit Kat,$535.08,New South Wales,Online,1,1
AT-3084,17-Feb-18,Nescafe Gold,"$1,183.35",New South Wales,Online,1,1
AT-6216,12-Oct-18,Nescafe Gold,$411.60,New South Wales,Online,1,1
AT-6996,9-Nov-18,Nescafe Gold,$771.75,New South Wales,Online,1,1
AT-9220,10-Apr-19,Nescafe Gold,"$2,352.00",New South Wales,Online,1,1
AT-10644,16-Jun-19,Nescafe Gold,"$1,058.40",New South Wales,Online,1,1
AT-14127,21-Oct-19,Nescafe Gold,$793.80,New South Wales,Online,1,1
AT-15114,24-Nov-19,Nescafe Gold,$294.00,New South Wales,Online,1,1
AT-16831,7-Apr-20,Nescafe Gold,$220.50,New South Wales,Online,1,1
AT-18717,1-Jul-20,Nescafe Gold,$147.00,New South Wales,Online,1,1
AT-19608,2-Aug-20,Nescafe Gold,$73.50,New South Wales,Online,1,1
AT-20688,11-Sep-20,Nescafe Gold,$220.50,New South Wales,Online,1,1
AT-2762,8-Jun-18,Nescafe Gold,$498.27,New South Wales,Direct,1,1
AT-3518,5-Jul-18,Nescafe Gold,"$1,295.50",New South Wales,Direct,1,1
AT-6998,9-Nov-18,Nescafe Gold,$498.27,New South Wales,Direct,1,1
AT-10646,16-Jun-19,Nescafe Gold,$478.34,New South Wales,Direct,1,1
AT-11564,19-Jul-19,Nescafe Gold,"$2,491.34",New South Wales,Direct,1,1
AT-12671,29-Aug-19,Nescafe Gold,"$3,188.92",New South Wales,Direct,1,1
AT-19475,28-Jul-20,Nescafe Gold,$199.31,New South Wales,Direct,1,1
AT-20231,25-Aug-20,Nescafe Gold,$199.31,New South Wales,Direct,1,1
AT-466,6-Feb-18,Nes Cau,$782.47,New South Wales,Direct,1,1
AT-1292,27-Mar-18,Nes Cau,$782.47,New South Wales,Direct,1,1
AT-1928,30-Apr-18,Nes Cau,$782.47,New South Wales,Direct,1,1
AT-1967,2-May-18,Nes Cau,"$1,956.17",New South Wales,Direct,1,1
AT-3782,15-Jul-18,Nes Cau,"$1,095.46",New South Wales,Direct,1,1
AT-4538,12-Aug-18,Nes Cau,$782.47,New South Wales,Direct,1,1
AT-9539,27-Apr-19,Nes Cau,$715.40,New South Wales,Direct,1,1
AT-9935,17-May-19,Nes Cau,$536.55,New South Wales,Direct,1,1
AT-11666,23-Jul-19,Nes Cau,"$1,699.08",New South Wales,Direct,1,1
AT-12611,27-Aug-19,Nes Cau,"$3,487.58",New South Wales,Direct,1,1
AT-14600,7-Nov-19,Milo,"$3,241.66",New South Wales,Direct,1,1
AT-17783,26-May-20,Milo,$447.13,New South Wales,Direct,1,1
AT-18254,14-Jun-20,Milo,"$4,806.59",New South Wales,Direct,1,1
AT-21413,7-Oct-20,Milo,"$1,341.38",New South Wales,Direct,1,1
AT-22178,4-Nov-20,Milo,"$2,682.75",New South Wales,Direct,1,1
AT-038,4-Jan-18,Milo,"$1,331.27",New South Wales,Direct,1,1
AT-758,25-Feb-18,Milo,"$1,597.52",New South Wales,Direct,1,1
AT-1726,20-Apr-18,Milo,"$5,857.58",New South Wales,Direct,1,1
AT-3581,8-Jul-18,Milo,"$7,055.72",New South Wales,Direct,1,1
AT-5822,29-Sep-18,Milo,"$2,091.99",New South Wales,Direct,1,1
AT-6578,26-Oct-18,Milo,"$2,130.03",New South Wales,Direct,1,1
AT-7886,19-Jan-19,Milo,"$3,347.19",New South Wales,Direct,1,1
AT-8982,29-Mar-19,Milo,"$3,195.05",New South Wales,Direct,1,1
AT-10385,7-Jun-19,Milo,"$7,302.96",New South Wales,Direct,1,1
AT-11141,4-Jul-19,Milo,"$5,172.93",New South Wales,Direct,1,1
AT-14648,9-Nov-19,Milo,"$10,954.44",New South Wales,Direct,1,1
AT-15662,28-Jan-20,Milo,"$13,693.05",New South Wales,Direct,1,1
AT-16599,26-Mar-20,Milo,"$6,275.98",New South Wales,Direct,1,1
AT-17631,19-May-20,Milo,"$18,257.40",New South Wales,Direct,1,1
AT-18296,16-Jun-20,Milo,"$5,705.44",New South Wales,Direct,1,1
AT-19214,19-Jul-20,Milo,"$6,085.80",New South Wales,Direct,1,1
AT-20294,28-Aug-20,Milo,$380.36,New South Wales,Direct,1,1
AT-040,4-Jan-18,Nestle Drumstick,$697.58,New South Wales,Direct,1,1
AT-488,8-Feb-18,Nestle Drumstick,$418.55,New South Wales,Direct,1,1
AT-959,8-Mar-18,Nestle Drumstick,$209.27,New South Wales,Direct,1,1
AT-1367,1-Apr-18,Nestle Drumstick,$697.58,New South Wales,Direct,1,1
AT-3124,22-Jun-18,Nestle Drumstick,$498.27,New South Wales,Direct,1,1
AT-6580,26-Oct-18,Nestle Drumstick,$498.27,New South Wales,Direct,1,1
AT-7582,29-Nov-18,Nestle Drumstick,$418.55,New South Wales,Direct,1,1
AT-8108,5-Feb-19,Nestle Drumstick,$318.89,New South Wales,Direct,1,1
AT-8780,17-Mar-19,Nestle Drumstick,"$3,188.92",New South Wales,Direct,1,1
AT-11143,4-Jul-19,Nestle Drumstick,"$2,491.34",New South Wales,Direct,1,1
AT-12088,8-Aug-19,Nestle Drumstick,"$3,188.92",New South Wales,Direct,1,1
AT-13168,17-Sep-19,Nestle Drumstick,$398.62,New South Wales,Direct,1,1
AT-16016,20-Feb-20,Nestle Drumstick,"$1,793.77",New South Wales,Direct,1,1
AT-16601,26-Mar-20,Nestle Drumstick,"$1,893.42",New South Wales,Direct,1,1
AT-16931,13-Apr-20,Nestle Drumstick,"$1,195.85",New South Wales,Direct,1,1
AT-17393,7-May-20,Nestle Drumstick,$597.92,New South Wales,Direct,1,1
AT-19972,16-Aug-20,Nestle Drumstick,$199.31,New South Wales,Direct,1,1
AT-20728,13-Sep-20,Nestle Drumstick,"$1,195.85",New South Wales,Direct,1,1
AT-2196,14-May-18,Nestle Drumstick,"$2,812.60",New South Wales,Direct,1,1
AT-4095,27-Jul-18,Nestle Drumstick,"$1,757.88",New South Wales,Direct,1,1
AT-4851,24-Aug-18,Nestle Drumstick,"$2,373.13",New South Wales,Direct,1,1
AT-9547,28-Apr-19,Nestle Drumstick,"$1,808.10",New South Wales,Direct,1,1
AT-10164,29-May-19,Nestle Drumstick,$904.05,New South Wales,Direct,1,1
AT-12897,7-Sep-19,Nestle Drumstick,"$4,018.00",New South Wales,Direct,1,1
AT-13815,10-Oct-19,Nestle Drumstick,"$4,018.00",New South Wales,Direct,1,1
AT-14949,19-Nov-19,Nestle Drumstick,"$3,641.31",New South Wales,Direct,1,1
AT-18567,26-Jun-20,Nestle Drumstick,$502.25,New South Wales,Direct,1,1
AT-21726,19-Oct-20,Nestle Drumstick,"$1,506.75",New South Wales,Direct,1,1
AT-22527,16-Nov-20,Nestle Drumstick,"$2,762.38",New South Wales,Direct,1,1
AT-1354,31-Mar-18,Smarties,"$1,121.18",New South Wales,Direct,1,1
AT-1770,22-Apr-18,Nes Cau,$672.71,New South Wales,Direct,1,1
AT-2161,12-May-18,Nes Cau,"$5,942.26",New South Wales,Direct,1,1
AT-2561,1-Jun-18,Nes Cau,"$4,148.37",New South Wales,Direct,1,1
AT-2711,6-Jun-18,Smarties,$326.16,New South Wales,Online,1,1
AT-3791,15-Jul-18,Smarties,$848.01,New South Wales,Online,1,1
AT-4802,22-Aug-18,Smarties,"$4,260.49",New South Wales,Direct,1,1
AT-5558,19-Sep-18,Nes Cau,"$1,761.86",New South Wales,Direct,1,1
AT-6941,7-Nov-18,Nes Cau,$326.16,New South Wales,Online,1,1
AT-7916,21-Jan-19,Nes Cau,"$2,818.97",New South Wales,Direct,1,1
AT-10009,21-May-19,Nes Cau,"$3,587.78",New South Wales,Direct,1,1
AT-10595,14-Jun-19,Nes Cau,"$1,630.78",New South Wales,Online,1,1
AT-11351,11-Jul-19,Nescafe,"$1,630.78",New South Wales,Online,1,1
AT-22472,14-Nov-20,Nescafe,"$1,601.69",New South Wales,Direct,1,1
AT-13604,2-Oct-19,Smarties,"$1,281.35",New South Wales,Direct,1,1
AT-1352,31-Mar-18,Nescafe,"$1,513.92",New South Wales,Direct,1,1
AT-15548,18-Jan-20,Smarties,"$1,533.04",New South Wales,Direct,1,1
AT-18506,23-Jun-20,Smarties,$391.39,New South Wales,Online,1,1
AT-4853,24-Aug-18,Nescafe,"$1,440.60",New South Wales,Online,1,1
AT-15180,26-Nov-19,Nescafe,"$1,354.85",New South Wales,Direct,1,1
AT-21422,7-Oct-20,Smarties,$782.78,New South Wales,Online,1,1
AT-10908,26-Jun-19,Nescafe,"$1,330.64",New South Wales,Direct,1,1
AT-15228,28-Nov-19,Nescafe,"$1,330.64",New South Wales,Direct,1,1
AT-16120,26-Feb-20,Nescafe,"$1,326.68",New South Wales,Direct,1,1
AT-7774,9-Jan-19,Nescafe,"$1,303.40",New South Wales,Online,1,1
AT-19708,6-Aug-20,Nescafe,"$1,286.25",New South Wales,Online,1,1
AT-369,31-Jan-18,Nesquik Duo,"$1,744.16",New South Wales,Direct,1,1
AT-429,4-Feb-18,Nesquik Duo,"$4,554.18",New South Wales,Direct,1,1
AT-3075,20-Jun-18,Nesquik Duo,"$5,038.67",New South Wales,Direct,1,1
AT-3831,17-Jul-18,Nesquik Duo,"$4,457.29",New South Wales,Direct,1,1
AT-7347,21-Nov-18,Nesquik Duo,"$2,131.75",New South Wales,Direct,1,1
AT-8241,13-Feb-19,Nesquik Duo,"$6,312.18",New South Wales,Direct,1,1
AT-9040,1-Apr-19,Nesquik Duo,"$3,322.20",New South Wales,Direct,1,1
AT-10210,31-May-19,Nesquik Duo,"$4,208.12",New South Wales,Direct,1,1
AT-10959,28-Jun-19,Nesquik Duo,"$5,537.00",New South Wales,Direct,1,1
AT-11877,31-Jul-19,Nesquik Duo,"$2,436.28",New South Wales,Direct,1,1
AT-12795,3-Sep-19,Nesquik Duo,"$4,318.86",New South Wales,Direct,1,1
AT-13875,12-Oct-19,Nesquik Duo,"$1,328.88",New South Wales,Direct,1,1
AT-16053,22-Feb-20,Nesquik Duo,"$2,214.80",New South Wales,Direct,1,1
AT-16879,10-Apr-20,Nesquik Duo,$553.70,New South Wales,Direct,1,1
AT-17818,28-May-20,Nesquik Duo,"$4,429.60",New South Wales,Direct,1,1
AT-20679,11-Sep-20,Nesquik Duo,"$5,260.15",New South Wales,Direct,1,1
AT-21462,9-Oct-20,Nesquik Duo,$830.55,New South Wales,Direct,1,1
AT-1748,21-Apr-18,Nescafe,"$1,234.80",New South Wales,Online,1,1
AT-20730,13-Sep-20,Nescafe,"$1,179.68",New South Wales,Direct,1,1
AT-16901,11-Apr-20,Nescafe,"$1,108.87",New South Wales,Direct,1,1
AT-5771,27-Sep-18,Nescafe,"$1,080.45",New South Wales,Online,1,1
AT-11092,2-Jul-19,Nescafe,"$1,044.68",New South Wales,Online,1,1
AT-019,2-Jan-18,Nescafe,"$1,003.28",New South Wales,Online,1,1
AT-276,23-Jan-18,Nescafe,$970.26,New South Wales,Direct,1,1
AT-1740,20-Apr-18,Kit Kat,$908.60,New South Wales,Direct,1,1
AT-1969,2-May-18,Kit Kat,$411.60,New South Wales,Direct,1,1
AT-4540,12-Aug-18,Milo,"$1,078.00",New South Wales,Direct,1,1
AT-5458,15-Sep-18,Milo,"$1,078.00",New South Wales,Direct,1,1
AT-6538,24-Oct-18,Milo,$490.00,New South Wales,Direct,1,1
AT-9579,29-Apr-19,Nes Cau,$784.00,New South Wales,Direct,1,1
AT-11101,2-Jul-19,Nes Cau,"$2,450.00",New South Wales,Direct,1,1
AT-13369,24-Sep-19,Nes Cau,"$3,136.00",New South Wales,Direct,1,1
AT-14125,21-Oct-19,Nes Cau,"$2,842.00",New South Wales,Direct,1,1
AT-15724,1-Feb-20,Nes Cau,$686.00,New South Wales,Direct,1,1
AT-16579,24-Mar-20,Nes Cau,"$1,764.00",New South Wales,Direct,1,1
AT-17932,2-Jun-20,Nes Cau,"$1,372.00",New South Wales,Direct,1,1
AT-400,2-Feb-18,Nescafe,$970.26,New South Wales,Direct,1,1
AT-7290,19-Nov-18,Nescafe,$970.26,New South Wales,Direct,1,1
AT-5952,2-Oct-18,Nescafe,$967.75,New South Wales,Direct,1,1
AT-22180,4-Nov-20,Smarties,"$2,156.00",New South Wales,Direct,1,1
AT-21001,23-Sep-20,Nescafe,$955.50,New South Wales,Online,1,1
AT-5247,7-Sep-18,Smarties,$842.19,New South Wales,Online,1,1
AT-6165,10-Oct-18,Smarties,$750.31,New South Wales,Online,1,1
AT-7299,19-Nov-18,Smarties,$382.81,New South Wales,Online,1,1
AT-10917,26-Jun-19,Smarties,"$1,914.06",New South Wales,Online,1,1
AT-5560,19-Sep-18,Nescafe,$943.25,New South Wales,Online,1,1
AT-18952,9-Jul-20,Nescafe,$943.25,New South Wales,Online,1,1
AT-6529,24-Oct-18,Nescafe,$908.52,New South Wales,Online,1,1
AT-7648,1-Dec-18,Nescafe,$900.00,New South Wales,Online,1,1
AT-4288,3-Aug-18,Nescafe,$875.88,New South Wales,Online,1,1
AT-12711,31-Aug-19,Nescafe,$865.10,New South Wales,Direct,1,1
AT-15987,18-Feb-20,Nescafe,$828.10,New South Wales,Online,1,1
AT-22830,26-Nov-20,Nescafe,$786.45,New South Wales,Direct,1,1
AT-19921,14-Aug-20,Nescafe,$762.13,New South Wales,Online,1,1
AT-19274,21-Jul-20,Nescafe,$736.78,New South Wales,Direct,1,1
AT-6478,22-Oct-18,Nescafe,$720.30,New South Wales,Online,1,1
AT-18194,12-Jun-20,Nescafe,$688.73,New South Wales,Direct,1,1
AT-814,28-Feb-18,Nescafe,$688.14,New South Wales,Direct,1,1
AT-21675,17-Oct-20,Nescafe,$681.51,New South Wales,Direct,1,1
AT-8174,9-Feb-19,Nescafe,$676.35,New South Wales,Direct,1,1
AT-13107,14-Sep-19,Nescafe,$619.36,New South Wales,Direct,1,1
AT-10334,5-Jun-19,Nescafe,$588.00,New South Wales,Online,1,1
AT-2399,24-May-18,Nescafe,$491.53,New South Wales,Direct,1,1
AT-15550,18-Jan-20,Nescafe,$428.75,New South Wales,Online,1,1
AT-19668,4-Aug-20,Nescafe,$387.10,New South Wales,Direct,1,1
AT-7795,11-Jan-19,Nescafe,$318.50,New South Wales,Online,1,1
AT-17089,21-Apr-20,Nescafe,$257.25,New South Wales,Online,1,1
AT-14879,16-Nov-19,Nescafe,$208.74,New South Wales,Online,1,1
AT-999,10-Mar-18,Nescafe,$180.08,New South Wales,Online,1,1
AT-19424,26-Jul-20,Nescafe,$130.46,New South Wales,Online,1,1
AT-14052,18-Oct-19,Nescafe,$280.65,New South Wales,Direct,1,1
AT-18272,15-Jun-20,Nescafe,$279.30,New South Wales,Online,1,1
AT-20270,27-Aug-20,Nescafe,$264.60,New South Wales,Online,1,1
AT-22502,15-Nov-20,Nescafe,$264.28,New South Wales,Direct,1,1
AT-19030,12-Jul-20,Nescafe,$246.84,New South Wales,Online,1,1
AT-10893,25-Jun-19,Nescafe,$241.94,New South Wales,Direct,1,1
AT-12224,13-Aug-19,Nescafe,$241.08,New South Wales,Online,1,1
AT-21762,20-Oct-20,Nescafe,$235.63,New South Wales,Direct,1,1
AT-17614,18-May-20,Nescafe,$231.53,New South Wales,Online,1,1
AT-416,3-Feb-18,Nescafe,$228.01,New South Wales,Direct,1,1
AT-16858,9-Apr-20,Nescafe,$226.93,New South Wales,Online,1,1
AT-3557,7-Jul-18,Nescafe,$226.38,New South Wales,Online,1,1
AT-9081,3-Apr-19,Nescafe,$221.77,New South Wales,Direct,1,1
AT-22788,24-Nov-20,Nescafe,$212.91,New South Wales,Direct,1,1
AT-571,13-Feb-18,Nescafe,$211.80,New South Wales,Online,1,1
AT-22566,17-Nov-20,Nescafe,$207.91,New South Wales,Direct,1,1
AT-10935,27-Jun-19,Nescafe,$199.60,New South Wales,Direct,1,1
AT-10027,22-May-19,Nescafe,$196.61,New South Wales,Direct,1,1
AT-18221,13-Jun-20,Nescafe,$192.20,New South Wales,Direct,1,1
AT-8635,8-Mar-19,Nescafe,$188.51,New South Wales,Direct,1,1
AT-2218,15-May-18,Nescafe,$185.22,New South Wales,Online,1,1
AT-13144,16-Sep-19,Nescafe,$184.73,New South Wales,Online,1,1
AT-8190,10-Feb-19,Nescafe,$180.88,New South Wales,Direct,1,1
AT-22559,17-Nov-20,Nescafe,$176.40,New South Wales,Online,1,1
AT-16003,19-Feb-20,Nescafe,$175.18,New South Wales,Online,1,1
AT-10193,30-May-19,Nescafe,$173.26,New South Wales,Direct,1,1
AT-13629,3-Oct-19,Nescafe,$173.02,New South Wales,Direct,1,1
AT-11390,13-Jul-19,Nescafe,$166.58,New South Wales,Direct,1,1
AT-16136,27-Feb-20,Nescafe,$166.33,New South Wales,Direct,1,1
AT-10361,6-Jun-19,Nescafe,$164.64,New South Wales,Online,1,1
AT-10984,29-Jun-19,Nescafe,$162.44,New South Wales,Online,1,1
AT-15702,31-Jan-20,Nescafe,$162.21,New South Wales,Direct,1,1
AT-5071,1-Sep-18,Nescafe,$161.64,New South Wales,Online,1,1
AT-7807,12-Jan-19,Nescafe,$156.07,New South Wales,Online,1,1
AT-4315,4-Aug-18,Nescafe,"$2,954.09",New South Wales,Online,1,1
AT-10470,10-Jun-19,Nescafe,"$2,831.22",New South Wales,Direct,1,1
AT-12931,8-Sep-19,Nescafe,"$2,744.00",New South Wales,Online,1,1
AT-12873,6-Sep-19,Nescafe,"$2,673.93",New South Wales,Direct,1,1
AT-20655,10-Sep-20,Nescafe,"$2,633.57",New South Wales,Direct,1,1
AT-2225,15-May-18,Nescafe,"$2,619.71",New South Wales,Direct,1,1
AT-19028,12-Jul-20,Nescafe,"$2,572.50",New South Wales,Online,1,1
AT-9247,12-Apr-19,Nescafe,"$2,548.00",New South Wales,Online,1,1
AT-11902,1-Aug-19,Nescafe,"$2,548.00",New South Wales,Online,1,1
AT-8633,8-Mar-19,Nescafe,$13.34,New South Wales,Online,1,1
AT-173,15-Jan-18,Nescafe,$13.23,New South Wales,Online,1,1
AT-15256,29-Nov-19,Nescafe,$12.40,New South Wales,Online,1,1
AT-9269,13-Apr-19,Nescafe,$12.10,New South Wales,Online,1,1
AT-16263,6-Mar-20,Nescafe,$12.10,New South Wales,Direct,1,1
AT-8968,28-Mar-19,Nescafe,$12.01,New South Wales,Online,1,1
AT-6556,25-Oct-18,Nescafe,$11.76,New South Wales,Online,1,1
AT-20451,2-Sep-20,Nescafe,$11.61,New South Wales,Direct,1,1
AT-21963,27-Oct-20,Nescafe,$13.12,New South Wales,Direct,1,1
AT-11441,15-Jul-19,Nescafe,$12.74,New South Wales,Online,1,1
AT-9611,1-May-19,Nescafe,$12.10,New South Wales,Online,1,1
AT-4071,26-Jul-18,Nescafe,$12.04,New South Wales,Direct,1,1
AT-5223,6-Sep-18,Nescafe,$11.76,New South Wales,Direct,1,1
AT-5798,28-Sep-18,Nescafe,"$2,109.45",New South Wales,Online,1,1
AT-12647,28-Aug-19,Nescafe,"$2,087.40",New South Wales,Online,1,1
AT-18979,10-Jul-20,Nescafe,"$2,058.00",New South Wales,Online,1,1
AT-8383,22-Feb-19,Nescafe,"$1,751.75",New South Wales,Online,1,1
AT-1767,22-Apr-18,Nescafe,"$1,749.30",New South Wales,Online,1,1
AT-7375,22-Nov-18,Nescafe,"$1,672.13",New South Wales,Online,1,1
AT-11691,24-Jul-19,Nescafe,"$1,663.31",New South Wales,Direct,1,1
AT-3767,14-Jul-18,Maggi,$959.48,New South Wales,Online,1,1
AT-5981,3-Oct-18,Maggi,$369.03,New South Wales,Online,1,1
AT-6914,6-Nov-18,Maggi,$369.03,New South Wales,Online,1,1
AT-10571,13-Jun-19,Maggi,"$1,845.16",New South Wales,Online,1,1
AT-11678,23-Jul-19,Maggi,"$2,361.80",New South Wales,Online,1,1
AT-12434,20-Aug-19,Maggi,"$2,361.80",New South Wales,Online,1,1
AT-14852,15-Nov-19,Maggi,$516.64,New South Wales,Online,1,1
AT-18482,22-Jun-20,Maggi,$442.84,New South Wales,Online,1,1
AT-19238,19-Jul-20,Maggi,$147.61,New South Wales,Online,1,1
AT-21398,6-Oct-20,Maggi,$885.68,New South Wales,Online,1,1
AT-22790,24-Nov-20,Maggi,"$1,623.74",New South Wales,Online,1,1
AT-675,19-Feb-18,Maggi,$696.72,New South Wales,Direct,1,1
AT-1378,1-Apr-18,Maggi,$418.03,New South Wales,Direct,1,1
AT-2838,11-Jun-18,Maggi,$487.70,New South Wales,Direct,1,1
AT-4080,26-Jul-18,Maggi,"$1,293.91",New South Wales,Direct,1,1
AT-6294,15-Oct-18,Maggi,$497.66,New South Wales,Direct,1,1
AT-7263,18-Nov-18,Maggi,$497.66,New South Wales,Direct,1,1
AT-8295,16-Feb-19,Maggi,"$3,185.00",New South Wales,Direct,1,1
AT-8604,6-Mar-19,Maggi,"$3,185.00",New South Wales,Direct,1,1
AT-10036,22-May-19,Maggi,"$2,488.28",New South Wales,Direct,1,1
AT-10884,25-Jun-19,Maggi,"$2,488.28",New South Wales,Direct,1,1
AT-12882,6-Sep-19,Maggi,"$3,185.00",New South Wales,Direct,1,1
AT-13638,3-Oct-19,Maggi,"$2,886.41",New South Wales,Direct,1,1
AT-15201,27-Nov-19,Maggi,"$2,886.41",New South Wales,Direct,1,1
AT-16425,15-Mar-20,Maggi,$995.31,New South Wales,Direct,1,1
AT-16942,13-Apr-20,Maggi,"$5,175.63",New South Wales,Direct,1,1
AT-19551,31-Jul-20,Maggi,$597.19,New South Wales,Direct,1,1
AT-19686,5-Aug-20,Maggi,$199.06,New South Wales,Direct,1,1
AT-20442,2-Sep-20,Maggi,"$1,194.38",New South Wales,Direct,1,1
AT-21711,18-Oct-20,Maggi,"$1,194.38",New South Wales,Direct,1,1
